id,date,text
12325482,2019-12-06 09:39:17,"Мгновенная карма или всегда будь готов использовать функцию: ""Найти устройство"" 
Хватит ему? Читайте ниже! 

Если в кратце, то мужик, который украл мой телефон с кассы супермаркета - пытался угнать от меня на машине, в результате чего у него загорелся двигатель и он влетел на Т-образном перекрестке в тротуар, а затем... 

Стоило мне вернуть к жизни вдребезги разбитый Galaxy S10+, пробив колесо я заехал в Карусель, купить ремонтный комплект, вытащить саморез и поехать дальше.
На кассе я расплатился телефонном, пролил случайно кофе на кассу, и метнувшись за салфетками упустил из виду телефон. Ну бывает 🤷‍♂
Убрав за собой и оплатив салфетки, я вежливо отчалил. 

Впрочем, моя ошибка моментально отработала, и отсутствие телефона я заметил лишь спустя время.

А дальше просто чудеса какие-то.
Друг начинает звонить на мой номер - гудки есть, звука нет.
Геолокация! Надо войти в аккаунт!
О да... С двухфакторной авторизацией. Идея провальна.
Чудом в машине оказался запасной телефон, в котором ещё большим чудом оказался мой включённый аккаунт, который позволил найти телефон по геопозиции. Причём достаточно точно - до 5 метров.
Какое счастье что в целях экономии заряда я не выключаю ни интернет, ни локацию. Однажды ""Благодаря"" этому я не смог вовремя отследить телефон... Обидно было, его я из ремонта забрал за несколько часов до.
Так вот двигаем на Замшина. Пилингатор раз в несколько минут даёт сигнал, передвижения медленные.

Уже почти подъехали к месту, и вдруг точка улетает на несколько километров на проспект Металлистов.
Мы туда - точка опять изменилась и... Замерла..
Пилингатор сообщает что заряд меньше 7%, а на холоде это очень критично.

Подьезжаем по адресу, включаем сирену и заходим во все магазины. Их там аж 2 оказалось. 24 часа. Рабочие работают, телефон должен орать - но не орёт. Значит не в магазине. Откланиваемся.

Через пару минут из магазина выходит мужчина, и садясь в красную Nexia, номера которой сразу не сообразили записать, уехал.

Проверяем его причастность - обновляем геопозиции - телефон на месте. Прямо там где мы. Минута. 2, 3 - вокруг нас ничего больше не происходило а точка на локаторе тем временем перенеслась вновь. Вот тут началось самое интересное:

На телефоне 3%, он вновь куда-то перемещается . Едем за ним, понимаем что направление то же, что у приглянувшейся нам Nexia.
Мчим, за точкой как за неуловимым Джо. Точка то в одну сторону, то в другую. Я уже начал предполагать что телефон вообще стоит на месте, а ему просто спуфером каким-нибудь подменяют координаты и по угару гоняют меня по району.
Но нет. Наконец, мне удалось выследить тот проулок, в котором тихо мирно стояла та самая Nexia.
А в ней перепуганный дядя, который видимо все осознав, не стал отрицать наличие у него моего аппарата сопротивления не оказал и спокойно его отдал.
Уже даже чехол стянуть умудрился.

Собственно отдал - хорошо, решил проверить реакцию и попросил спокойно стоять, мол уже догонят сотрудники полиции. 
Он конечно стал возражать, мол зачем полиция - я же вам все вернул. И никакие доводы о том что телефон пищал и требовал нажать кнопку ""Позвонить"", его не смущали. 
Дядя кивнул головой, начал было кому-то звонить и сорвавшись с места укатывает в горизонт. Я так и не понял коцнул ли он машину, если и да - то незначительно, но сам факт такой дерзости меня несколько возмутил. Мы ещё не договорили. 

Я не на спорт-каре сегодня, но идея в этот раз была провальна явно у него. 

Примерно на 3-м повороте (как раз думаю, ещё чуть-чуть и пост ДПС) доехав до которого можно поучаствовать в целой погоне с мигалками.. Но, мои фантазии быстро развея@лись. Дядя похоже плохо следил за своим автомобилем, кстати судя по 198 региону недавно зарегистрированным...
 Очень он сильно давил на гашетку, видимо забыв со страху переключать передачи... Вот и раскачегарил сердечко своего коня аж до инфаркта и брызг кровью, а вернее пламени из под капота. 

Ну думаю приехал дядя. 
Почувствовав признаки падения тяги, я вспомнил что не заехал на заправку. Ай-яй-яй.... 
Хорошо опыт научил возить с собой провода, чемодан всего нужного и конечно канистру бензина. 
И вот пока дядя в кустах заливал своего коня порошком из Огнетушителя - я под мелодичную музыку заливал бензин и наблюдал на гаснущее пламя 🔥 и дяденьку с огнетушителем... 

Завидев нас приближающихся - дядя вскочил на забор и чухнул в дебри промзоны. Гоняться за ним желания честно говоря никакого не было. Кажется ему хватит уже.
Ещё пара мгновений и прибыли пожарные, за 3-4 минуты, красавчики! 
Собственно машина уже в тушении не нуждалась, и решив что с него наверное достаточно - разъехались по сторонам. 

Моралей много. 
Однако, если рассматривать со своей стороны - то ничего бы не произошло, стоило мне быть лишь чуточку аккуратнее и внимательнее. 

Человек может и не хотел брать, но воспользовался моментом моей неосторожности. Да что уж говорить, он даже не сообразил банально выключить телефон и слиться с радаров на время, впрочем - ему бы это не сильно помогло, наверное. Вероятно, ему не пришлось бы пытаться скрыться от меня и подвергать риску всех. 

В общем, 
Карма - она как печень. - с трепетом надо к ней... (#Кровосток) 

P.s. Одни считают что его там же и в асфальт класть надо было, другие вообще бы ещё на этапе обнаружения пропажи никуда бы не с двинулись и начали со звонков в полицию. 

А как поступили бы вы? Проявили доброту или злость? Жажду мести или благодарности за причинённый урок...?

P.p.s. Рекомендую проверить знание пароля и способов поиска телефона в случае утери, используя чужой телефон. Никогда не знаешь, когда оно понадобится..."
12325418,2019-12-06 09:26:37,На Обуховке у Пролетарской из-за аварии трамваи встали в оба направления. Пробка небольшая. Служб пока нет.
12325177,2019-12-06 08:53:27,"И снова газель, снова мост глупости))"
12325000,2019-12-06 08:21:36,
12324965,2019-12-06 08:15:42,"На Витебском у метро Купчино трое стоят скучают, проезду особо не мешают"
12324700,2019-12-06 07:24:11,"Сегодня утром ориентировочно в 9:40 на Поклонной горе в ходе дорожного конфликта дяденьке на джипе вероятно водитель такси разбил голову. Крови на лице было очень много и как мне показалось кровь текла не из носа. Такси с пассажирами очень хотела уехать, дяденька заляпал кровью весь капот и мешал сему действию. Однако при попытке обозначить последующие действия: вызвать скорую и сотрудников, пострадавший слинял с хорошей скоростью для раненого, видимо боящегося репутационных потерь. На видео трудно разглядеть кровь, но видны номера героев утренних разборок. Живите дружно. Старайтесь решать конфликты разговорами или в правовом поле. ""Чтите УК""-говорил Остап Бендер. И не материтесь."
12324667,2019-12-06 07:19:23,"На Скандинавии, (83й км) направление ИЗ города , перед заправкой Фаэтон за сотню метров где-то большая яма, за полчаса 8 машин(и это ещё не конец,пока кто-то знак туда не поставит) у всех по 2 правых колеса пробито. Ремонту не подлежат( уже шиномонтажка на заправке смотрела).Скорость нормальная, с учетом погоды- все едут достаточно не быстро. Аккуратнее, кто-то же может и не справиться с управлением."
12324275,2019-12-06 06:21:13,"На Пересечении Богатырского и Коломяжского Паровоз, скорая и пожарные на месте"
12324257,2019-12-06 06:18:21,"На трассе Новая Ладога А114, произошло лобовое столкновение. Tойота ехала по встречной полосе и врезалась в ВАЗ 2110.
У лады 2ое погибших , один в тяжелом состоянии. У Тойоты все живы убежали с места ДТП в лес. В салоне японца бутылки с алкоголем."
12323886,2019-12-06 00:27:04,"4 декабря в 23:30 на Парнасе от дома 12 кор.1 Николая Рубцова был угнан автомобиль Jeep Grand Cherokee чёрного цвета.2016 года.
Госномер У884РА98
Просьба помочь в поиске угнанного автомобиля Джип Гранд Чероки У884РА 98"
12323768,2019-12-05 22:36:43,"Авария на Московском шоссе в сторону Пушкина, перекрёсток возле съезда в пром зону."
12323154,2019-12-05 20:28:27,"Ищу свидетелей, которые видели момент ДТП 1 декабря примерно в 14:40 на проспекте Сизова 9.
Возможно у кого-то засветился на видеорегистраторе."
12323120,2019-12-05 20:24:25,"На пункте оплаты ЗСД, где Благодатная по направлению в центр, Лексус получил по куполу резиновым шлагбаумом"
12322688,2019-12-05 19:26:53,"На Типанова перед Витебским маршрутка дала угла 

""Итальянец"", на Альмере вылез перед маршруткой и смылся.
Я его догнал, сказал что бы он вернулся, но он и не понял что сделал, хотя он обязан был пропускать маршрутку, так что автобус не виноват, хотя надо было ушатать альмеру....

Серебристую Альмеру потом заметили на месте ДТП"
12322173,2019-12-05 18:34:45,"Ленту на Обводном эвакуировали (та Лента, которая сгорела в прошлом году). Причина: задымление в одном из помещений. Дыма не видно. Все люди спокойно вышли. Попросили освободить всю парковку для подъезда пожарных машин."
12321592,2019-12-05 17:47:42,"Утром 5 декабря в промежутке с 9.00-10.00 с проспекта Обуховской Обороны от дома 138, корпус 2 был угнан автомобиль Kia Sportage темно -синего цвета , 2018 года выпуска

Гос номер В804ЕК198
Особые приметы: битый передний бампер слева .
Стояла со стороны ресторана Сыто-Пьяно.
Дорогие наши петербуржцы
Помогите найти угнанный автомобиль Киа Спортейдж В804ЕК 198 🙏🙏🙏🙏🙏"
12321542,2019-12-05 17:44:29,"В Кудрово на выезде с парковки на Ленинградской улице у дома 1 небольшое ДТП 
Там каршеринг поворачивал со 2 ряда, помял крыло Шкоде. Проезд затруднён."
12321510,2019-12-05 17:41:47,"На Тихорецком проспекте у дома #2 по улице Веденеева, водитель мужчина 1967 г.р. , управляя Мицубиши Паджеро , в зоне нерегулируемого пешеходного перехода совершил наезд на мужчину на вид 30 лет. 
В результате ДТП пешеход получил тяжёлые травмы."
12321488,2019-12-05 17:39:28,"На Светлановском проспекте напротив дома119 около 17:20 Рено Сандеро сбил в зоне нерегулируемого пешеходного перехода женщину 1989 г.р. Водитель пожилой мужчина 67 лет в очках. 
Пешеход шёл даже не повернув голову....
 Женщина скончалась на месте."
12321350,2019-12-05 17:17:30,"Новости нашего Мегаполиса:

1. Авария на Выборгском шоссе. 14 подбитых машин. Собрали для вас информацию очевидцев https://vk.cc/a6t26S и видеозаписи аварии с разных ракурсов https://vk.cc/a6t4Ut
2. Молодого парня вынесли из горящей квартиры на Хасанской улице https://vk.cc/a6rFKr
3. Mazda насмерть сбила пешехода на проспекте Энгельса https://vk.cc/a6t6St
4. В Петербурге разыскивают озабоченного гастарбайтера https://vk.cc/a6t7e9
5. Вечный огонь на Марсовом поле забросал снегом 12-летний экспериментатор. Хулиганство попало на видео. https://vk.cc/a6t7Lq
6. На «Дунайской» стелют тряпочки и собирают грибы https://vk.cc/a6tagr
7. Огромную свалку в Невском районе сняли на видео https://vk.cc/a6taGh
8. В лобовом столкновении на проспекте Народного Ополчения пострадали трое https://vk.cc/a6tb3P
9. В Петербурге в четверг «заминировали» 22 станции метро и Исаакиевский собор https://vk.cc/a6tbnB
10. Смольный представил документы, подтверждающие право РПЦ на здание детской спортшколы https://vk.cc/a6tc5y
11. На Тихорецком проспекте внедорожник сбил мужчину https://vk.cc/a6tAVm

Ну и давненько у нас не было позитива: 
1. Почта России напомнила адрес Деда Мороза для писем https://vk.cc/a6hp9s
2. По Петербургу гуляет мини-пиг, по Ленобласти – кабаны https://vk.cc/a6tDJE"
12321339,2019-12-05 17:15:48,"ДТП произошло 5 ноября  в районе 08:25 во дворе дома 16 по Лабораторному пр. 
Виновница остановилась, но вызывала ли  ДПС или дождалась пострадавшего не знаю. Если владельцу чёрного VW нужна видеозапись или свидетельские показания, пиши в личку."
12321307,2019-12-05 17:12:24,На Невском проспекте у дома №88 столкнулись BMW и Hyundai.
12321230,2019-12-05 17:01:10,Сегодня около 18.00 что-то сверкнуло в районе северной ТЭЦ
12321039,2019-12-05 16:30:03,
12320993,2019-12-05 16:22:13,"На улице Красина перед Коммуны, неопытная девушка заехала в зад маршрутке"
12320474,2019-12-05 14:56:02,"Во время пожара, произошедшего в жилом доме в Красногвардейском районе Петербурга, пострадал молодой человек.

Возгорание произошло в одной из квартир третьего этажа дома №22/1 по Хасанской улице, рассказала «Мегаполису» Елена, ставшая очевидцем ЧП.

Как только девушка заметила огонь, она тут же вызвала пожарных – это было в 16.46. По ее словам, вскоре они приехали и быстро справились с возгоранием.

К месту пожара прибыла и скорая помощь, и Елена видела, как из дома на носилках вынесли молодого человека без сознания и, погрузив в медицинскую машину, увезли. О его состоянии пока ничего не известно.

Источник: https://vk.cc/a6rFKr"
12320187,2019-12-05 14:13:34,"На повороте с Коломяжского на Богатырский, водитель такси ощутил прочность бампера Париота, который поворачивая направо, остановился перед ПП пропустить пешеходов"
12319783,2019-12-05 13:13:02,Пожар на Серебристом бульваре на предпоследнем этаже дома 25
12319532,2019-12-05 12:30:03,
12319518,2019-12-05 12:28:48,Троллейбус отправил я.Такси  в Вольво на Пересечении Невского и Грибоедова
12319168,2019-12-05 11:35:34,"Несколько автомобилей столкнулись на Рябовском шоссе на полосе в сторону области. Службы на месте, пробка собирается большая"
12318772,2019-12-05 10:40:16,"В ночь с 4 на 5 декабря в период с 21:30 до 09:00 от дома 39 по Тихорецкому проспекту был угнан автомобиль Nissan Qashqai чёрного цвета, 2018 года выпуска
Госномер А070РХ198
особых примет нет.
Просьба помочь в поиске угнанного автомобиля
Ниссан Кашкай А070РХ 198"
12318724,2019-12-05 10:35:26,«Заминировали» 398 школу
12318720,2019-12-05 10:35:13,Заминировали 553 школу в купчино
12318717,2019-12-05 10:34:54,Пенсионный фонд на Ополчения 207 ‘заминировали’
12318217,2019-12-05 09:42:47,"Четверо на светофоре у поворота в ЖК Солнечный город, на Петергофском шоссе"
12318087,2019-12-05 09:31:54,"""Заминировали"" 252 школу"
12318027,2019-12-05 09:27:26,"В Городскую многопрофильную больницу номер 2 поступило сообщение о заминировии, Учебный переулок дом 5, никого не пускают."
12318018,2019-12-05 09:26:50,"""Заминировали"" детскую поликлинику во Всеволожске"
12317550,2019-12-05 08:32:20,"Автосервис ""AGS"" на Суздальском дарит скидки и подарки!

👉🏻 Развал-схождение 3D по цене 799 рублей за одну ось!
👉🏻 Замена масла и масляного фильтра - бесплатно! (при покупке масла у наших партнеров)
👉🏻 Замена тормозной жидкости - 999 рублей (включая жидкость)
👉🏻 Пусть каждая пятница будет черной! Развал-схождение 3D на две оси всего 1 000 рублей!

Наличный и безналичный расчет 💳

Звоните и записывайтесь! Количество мест ограничено, успейте занять свое

телефон +7921-877-07-97
инстаграм http://www.instagram.com/agsspbsto/
сайт http://ags-sto.ru/"
12317224,2019-12-05 08:00:55,"Немножко новостей о жизни станции метро  Шушары. 

Как выяснилось, жителям Шушар проще использовать старые маршруты, и основные пользователи станции жители Колпино. 
Однако, они  давятся в редко ходящем 330м автобусе. Откуда и куда должны деться пассажиры метро, если автобусов так мало? От метро в Колпино ходит один маршрут  автобуса и одна маршрутка и они не выдерживают график. В сами Шушары ходит один автобус с интервалом раз в час! 
Обещание - увеличить количество автобусов с 5 ноября, не выполнено. Все пущено на самотёк.

На фото колпинцы запихиваются во все тот же 330й автобус, чтоб доехать до метро. То есть, чтоб в метро ехал даже тот мизер что сейчас, люди едут из Колпина в давке.

А это те, кто едет к метро на автомобиле и оставляет там на проезде, потому что перехватывающей парковки нет и даже не начинали строить. В 9 утра запарковано уже несколько сотен авто и мест, куда приткнуться на проезде, с каждым днем все меньше."
12317066,2019-12-05 07:38:52,Ниссан пострадал на перекрёстке  Тихорецкого и Северного. Работает ДПС. Второго автомобиля не видать.
12317033,2019-12-05 07:35:18,"Успеть за 5 секунд.
Ровно столько времени Вам потребуется, что бы повернуть с Ириновского на Индустриальный в сторону Шоссе Революции не нарушая ПДД.

P. S. Есть еще 5 секунд, после того как потухнет стрелка что бы проскочить налево до включения основного зеленого."
12317028,2019-12-05 07:34:20,На Дудина в сторону Заречной перекрыто 2 полосы.
12317005,2019-12-05 07:29:17,Двое на Каменноостровском скучают. Пробка от Петроградской до Кронверского.
12316997,2019-12-05 07:26:50,Датцун приехал в Фольксваген на повороте со Стачек на Швецова
12316876,2019-12-05 07:09:01,"Массовая авария в начале Выборгского шоссе, напротив Окея. Замесило около 11 машин , ожидающих поворот, виновной Ауди и попутного с ней Мерседеса 

[id7165853|Александр Григорьев]: 
Я второй пострадавший. До меня ещё был задет Мерседес в попутном направлении.
Пс: да, я плохой и повернул со второго ряда. Но тем самым отклонил Ауди немного в сторону... Иначе машина прилетела бы в лоб другим тачкам.

В 16:10 УГИБДД определили, кто ехал за рулём Ауди это был мужчина 42 лет, а не девушка.

Травмы средней степени тяжести получили пассажир женщина 1994 г.р. и водитель мужчина 1977 г.р. а/м Ауди.

Новость на сайте: https://vk.cc/a6nieH"
12316872,2019-12-05 07:08:06,"И снова суды на выход : 
Санкт-Петербургский городской суд эвакуируется. 11-40 Санкт-Петербургский городской суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено. 
 
Петродворцовый, Невский районные суды эвакуируются. В 10:50 вернулись к работе 
Куйбышевский районный суд эвакуируется. В 1055 вернулся к работе 
 
10:50 
Смольнинский, Октябрьский районные суды эвакуируются. 
11:48 Смольнинский районный суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено. 
10:54 
Дзержинский районный суд эвакуируется. 12:50 Дзержинский районный суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено. 
 
11:00 
Пушкинский районный суд эвакуируется. 12:20 Пушкинский районный суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено. 
 
11:01 Василеостровский районный суд эвакуируется. 12:55 Василеостровский районный суд вернулся к работе. Опасных предметов и взрывчатых веществ не найдено."
12316842,2019-12-05 06:59:42,В Репино Соната  вехала в отбойник
12316726,2019-12-05 06:12:49,Лобовое ДТП на полной скорости произошло на проспекте Народного ополчения
12316723,2019-12-05 06:11:52,"Перекресток Ленинского проспекта и улицы Зины Портновой на путях троллейбуса на повороте на ул. Зины Портновой ДТП.
Врезались двое, постаравших нет.
Все троллейбусы стоят."
12316492,2019-12-05 04:20:14,"Ночью сгорел 2-х этажный барак в Ленинградской области в п. Будогощь! С первого этажа, удалось всех спасти, со второго судьба не известна, там жили люди."
12316485,2019-12-05 04:17:37,"На Софийской 127 в кармане Николаевского проезда
Две легковушки врезались в фуру🤷‍♀️🤦🏽‍♀️
Три часа уже проезд к заправке Neste перекрыт полностью."
12316480,2019-12-05 04:16:41,На проспекте Энгельса на трамвайных путях напротив дома 52 Серебряный хундай Солярис сбил насмерть мужчину. Лежит накрытый. Две машины ДПС.
12315652,2019-12-04 21:01:44,"Шла домой по улице Маршала Захарова, почувствовала запах гари от проводки. Оказалось ,что еле заметно дымила фура. Когда поравнялись с машиной, заметила, что начинает гореть внутри кабины. Кругом гуляли люди с собаками и никто не обращал внимание. Когда привлекла их внимание, они все свинтили. Позвонила 112 и вызвала пожарных. Приехали быстро. Разбили стекло и тут полыхнуло, но...ура!!! ...машина была спасена!!! Впервые пошла пешком, без машины, прогуляться с работы ...и ..сюрприз!"
12315301,2019-12-04 20:21:10,Жесть в КУДРОВО на Областной д. 3 как она есть.
12315293,2019-12-04 20:20:29,ДТП с Газелью на перекрестке проспекта Славы и Будапештской
12315153,2019-12-04 20:00:43,"Непонятно что происходит на пересечении Планерной и Богатырского. На месте ДПС, ОМОН и Кинологи."
12315146,2019-12-04 19:59:18,"ДТП 4 декабря на Кубинской 80, примерно в 18:45(время и дата регистратора не совпадают)"
12315047,2019-12-04 19:29:28,"Новости нашего Мегаполиса: 
 
1. Минивэн насмерть сбил 66-летнего мужчину на «Скандинавии» https://vk.cc/a6hhHv 
2. На проспекте Культуры легковушка отправила микроавтобус в сугроб https://vk.cc/a6hi3t 
3. В Красном Селе 8-летний мальчик не вернулся домой с кружка – попал под колеса https://vk.cc/a6hiDz 
4. Кондуктор трамвая №60 упала и разбила голову https://vk.cc/a6hiRS 
5. Появилось видео задержания сотрудника ДПС оперативниками при поддержке «Грома» https://vk.cc/a6a7mw 
6. В новый список «минеров» попали 56 петербургских школ https://vk.cc/a6hlK8 
7. Уснувший водитель оставил без света жилой дом на Лахтинском проспекте https://vk.cc/a6hmeG 
8. В Озерках орудуют две юные карманницы https://vk.cc/a6hmQX 
9. Трамвай сбил девушку на Обводном канале https://vk.cc/a6hna8 
10. Трактор не побоялся столкнуться с «Порше» на перекрестке Ленинского и Варшавской https://vk.cc/a6ho05 
11. Выброшенный хлеб на бульваре Новаторов возмутил прохожих https://vk.cc/a6hoBW 
12. Претенденты на водительские права не будут сдавать «площадку» в ГИБДД https://vk.cc/a6hr1r 
13. Почта России напомнила адрес Деда Мороза для писем https://vk.cc/a6hp9s"
12314816,2019-12-04 18:41:08,"Рио оставили без бампера на перекрестке 
 Невского и Михайловской"
12314315,2019-12-04 17:19:23,"Стоят все  трамваи на Дальневосточном и Народной в обе стороны , Из-за двух молодцов на путях."
12314031,2019-12-04 16:46:01,"На Обводном канале, напротив дома 150, трамвай сбил девушку , девушка жива, увезли на скорой."
12313908,2019-12-04 16:33:08,"Огромная очередь выстроилась на остановке в Гатчину.
Нет автобусов №100 и №18."
12313887,2019-12-04 16:29:27,"Горит автобус на Сизова напротив дома 20, МЧС почти приехали, на момент видео летели по встречке. Автобус тут часто вижу припаркованным, судя по всему развозка чья-то."
12313732,2019-12-04 16:05:04,"Уважаемые друзья и участники группы! 
 
У нас в группе есть человек, который занимается квартирными переездами и перевозкой мебели! 
Зовут его Ринат! Ринат зарекомендовал себя как добропорядочный, опытный и ответственный перевозчик. Мы рады представить Вам его группу, в которой есть многочисленные реальные отзывы, фото и видео о его работе: 
 
↪ https://vk.com/i_love_pereezd 
 
По всем вопросам обращаться: 
 
https://vk.com/betmanovich 
📱+7(981)735-50-54 Ринат"
12313632,2019-12-04 15:54:27,На пересечении ул. Корнеева и м. Говорова один VW не уступил дорогу другому VW. Похоже будет затор сильный на Корнеева. Объезжайте!
12313590,2019-12-04 15:48:33,"Эвакуируют СПбГУТ им. Бонч-Бруевича. У знания университета полиция, кинологи с собаками, омон.

18:50 - Гасу на техноложке тоже эвакуация

19:01 - Эвакуируют ЛГУ им.Пушкина. Поступила анонимная информация о заминировании"
12313426,2019-12-04 15:29:22,"Помогите пожалуйста прикурить 
Провода есть 
Лиговский проспект 172"
12313290,2019-12-04 14:52:46,"В ночь с 3 на 4 декабря с Комендантского проспекта от дома 64.корп.1 был угнан автомобиль Mazda CX-5, белого цвета , 2012 года выпуска

Госномер В730ВТ159
Просьба помочь в поиске угнанного автомобиля Мазда СХ-5 В760ВТ 159 может кто-то увидит, сообщите пожалуйста"
12313208,2019-12-04 14:36:02,"Не поделили остановку у перекрестка Наставников и Ударников,
 после долгого сигнала маршрутчика водитель автобуса не выдержал и дал заднюю))"
12313123,2019-12-04 14:13:35,"На 37 км Приморского шоссе, на пешеходном переходе сбили человека"
12313003,2019-12-04 13:41:00,
12312791,2019-12-04 12:59:57,"По адресу Гороховая 48 пожар во дворе дома.  На месте 7 пожарных автомобилей, 4 кареты скорой, одна машина Газовщиков"
12312777,2019-12-04 12:58:50,"Загородный проспект,в направлении от Владимирской площади к 5 Углам,три автомобиля  , создали дтп,и заняли оба ряда,для проезда, объезд по,встречной.Троллейбусы,в сторону Витебского вокзала встают,пробке быть"
12312776,2019-12-04 12:58:40,Дтп на Планерной улице с пересечением улицы Шаврова. Объезд по встречной полосе.
12312772,2019-12-04 12:58:09,Неуважительное отношение трактора к многоуважаемому Порше Панамера на перекрёстке Ленинского пр.  и Варшавской ул. обернулось затором на Ленинском в сторону Московского проспекта!!! ГИБДД пока ни разу не видно)
12312471,2019-12-04 12:10:12,"Встал заглох на обводном 118, возле варшавского экспресса 
 помогите на тросе до тащить до стачек 16
Если не сложно помогите
Буду благодарен
Звонить 89522632245"
12312128,2019-12-04 11:15:18,"Снова эвакуации: 
13:58 
Петродворцовый районный суд и Санкт-Петербургский городской суд эвакуируется.
Петродворцовый районный суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено. Время - 15:00
14:05 
Октябрьский районный суд эвакуируется.

14:27
Невский районный суд эвакуирован.

14:33
Смольнинский районный суд эвакуируется.

14:40
Выборгский районный суд эвакуируется.

15:00
Сестрорецкий, Фрунзенский районные суды эвакуируются."
12312040,2019-12-04 11:03:50,"В 10.40 утра Опель сбил опору столба на Лахтинском проспекте, тем самым оставив без электричества несколько жилых домов. Водитель не пострадал, уснул за рулём после ночной смены."
12311739,2019-12-04 10:24:26,"Появилось видео задержания сотрудника ДПС оперативниками при поддержке «Грома»

22 ноября на пост ГИБДД, расположенный на КАДе у съезда в сторону Народной улицы, нагрянули сотрудники главка вместе с группой спецназа «Гром», чтобы задержать за взяточничество одного из инспекторов.

Как сообщил нам источник в правоохранительных органах, операцию провели сотрудники Управления собственной безопасности ГУ МВД по Петербургу и Ленобласти. Спецназовцы уложили на пол всех, кто находился на посту.

После этого был задержан инспектор отдельного батальона ДПС №3. Как пояснил нам источник в ГИБДД, он получил взятку от нарушителя за то, чтобы не составлять протокол.

Источник: https://vk.cc/a6a7mw"
12311725,2019-12-04 10:21:53,"В понедельник, 2 декабря . ориентировочно в 20:30-21:00 на Гражданском проспекте, д. 92 (примерно у магазина Магнит), автомобиль сбил моего дедушку и скрылся с места происшествия.
Скорую вызвали прохожие.
 Дедушка находится в реанимации в тяжёлом состоянии.
Пожалуйста, если кто-то располагает хоть какой-нибудь информацией, сообщите."
12311630,2019-12-04 10:06:19,"На Наличной улице, столкнулись три каршеринга, 
Виновник Рено Яндекс Драйва эго вынесло на встречку.

успел сфоткать только двоих,
трамваи выстроились в длинную цепочку,
 поэтому кто на ст.м.Приморская ждет трамвай - не ждите"
12311597,2019-12-04 09:58:34,Водитель Соляриса испугался стрелки светофора направо с Планерной на Оптиков
12311409,2019-12-04 08:50:19,Столкнулись на Карпинского между Руставели и Науки. Заняты две центральные полосы в обе стороны. Проезду особо не мешают.
12311404,2019-12-04 08:48:59,Авария на повороте с 1-Верхнего переулка на проспект культуры около заправки Киришиавтосервис.
12311393,2019-12-04 08:45:16,"ДТП на перекрёстке Софийской и Южного шоссе (5 машин паровозом). Фура перекрыла весь перекрёсток. По Южному шоссе не проехать прямо, движение затруднено."
12311376,2019-12-04 08:38:39,"Микрик, лёгким поцелуем попку джипика, вынудил их слегка раскорячиться, тем самым немного затруднив движуху с выезда из под жд моста Боровой))"
12311201,2019-12-04 08:00:05,"Все еще делаете макияж в машине, создавая аварийные ситуации?😱 Дрожит рука и дёргается глаз, ведь сзади сигналят негодующие водители? 😠
СТОП🤚 Хватит этих мучений каждое утро! Просто сделайте качественный перманентный макияж всех зон и наслаждайтесь своим отражением в зеркале, не тратя на макияж ни минуты вашего драгоценного времени 🤗

P.S. а если все-таки по неосторожности вы попали в ДТП, то ваш макияж останется на вашем лице, а не на подушке безопасности автомобиля 😁

Переходите по ссылке и записывайтесь 😉
http://vk.com/smirnovapmspb
http://instagram.com/smirnovapmspb"
12311135,2019-12-04 07:45:15,Трамвай подбили Приору на Солидарности
12310987,2019-12-04 06:51:44,Авария на Металлистов по центру дороги.
12310901,2019-12-04 06:17:43,"В ДТП на Кузнецовской тяжело пострадал трехлетний мальчик 

В 08:45 на  Кузнецовской у дома 22, женщина 1979 г.р., управляя автомобилем Фольксваген Пассат, отъезжая от края  проезжей части не пропустил Тойоту Камри ( за рулем мужчина 1989 г.р.) и произвёл с ним столкновение. 
От удара Тойта выезжает на полосу предназначенную для встречного движения и совершает столкновение со Шкодой ( водитель мужчина 1988 г.р.)

В результате ДТП водитель Тойоты получил травмы средней степени тяжести, пассажир Шкоды женщина  1991 г.р. получила травмы средней степени тяжести, пассажир Шкоды мальчик 2016 г.р.
госпитализирован в крайне тяжелом состоянии. 

Сообщает отдел пропаганды УГИБДД"
12310877,2019-12-04 06:11:56,На перекрёстке Зольной и Латышских Стрелков столкнулись на переходе.
12310834,2019-12-04 05:57:05,"Сломался автобус на Софийке в сторону города , еще и снегоуборщик задел легковушку   , проезд по крайнем левому ряду."
12310528,2019-12-04 00:09:07,"Прошу помощи в поисках свидетелей дтп. 3 декабря в 19:08 по пр. Солидарности напротив Александровской больницы водитель чёрного Рено Меган Е501ВЕ198 в состоянии алкогольного опьянения влетел в левое крыло серой Хонды Аккорд О246РН98. Виновник не останавливаясь скрылся с места дтп.
Мало ли кто проезжал мимо и видел. 

Позже виновник убрался на Дороге Жизни.
https://vk.com/wall-68471405_12309165
Заранее благодарю за помощь в содействии."
